"categoria","servicio","municipio","total_usuarios_por_servicio","suma_subsidios"
"B","Vacunación","Manizales","228","7599506266"
"B","Vacunación","Risaralda","225","7552476695"
"B","Vacunación","Samaná","225","7046523102"
"B","Vacunación","La Dorada","222","6937116680"
"B","Vacunación","Anserma","221","6574538495"
"B","Vacunación","Chinchiná","220","6352698832"
"B","Vacunación","Victoria","216","6735430176"
"B","Vacunación","Pácora","215","6259912460"
"B","Vacunación","Villamaría","213","7064418760"
"B","Vacunación","Neira","211","6509085056"
"B","Vacunación","Marmato","211","6963740406"
"B","Vacunación","Supía","209","6585842766"
"B","Vacunación","Salamina","209","6919447711"
"B","Vacunación","Riosucio","207","6953205607"
"B","Vacunación","Belalcázar","206","6581372328"
"B","Vacunación","Marulanda","202","6934207238"
"B","Vacunación","Filadelfia","196","6217048323"
"B","Vacunación","Manzanares","181","5803856126"
"C","Bibliotecas","La Dorada","249","7779527792"
"C","Bibliotecas","Villamaría","241","6664426211"
"C","Bibliotecas","Pácora","241","7024451382"
"C","Bibliotecas","La Merced","240","7647051032"
"C","Bibliotecas","Marulanda","239","7205957830"
"C","Bibliotecas","San José","236","7324400841"
"C","Bibliotecas","Anserma","233","7318972877"
"C","Bibliotecas","Viterbo","231","6907996020"
"C","Bibliotecas","Supía","229","7209166570"
"C","Bibliotecas","Salamina","227","7319885964"
"C","Bibliotecas","Chinchiná","221","7291546396"
"C","Bibliotecas","Norcasia","219","7069401964"
"C","Bibliotecas","Neira","216","7180180837"
"C","Bibliotecas","Marquetalia","215","6818622756"
"C","Bibliotecas","Filadelfia","215","6458648788"
"C","Bibliotecas","Riosucio","214","6783005401"
"C","Bibliotecas","Risaralda","213","7312118699"
"C","Bibliotecas","Victoria","209","6476224957"
"C","Bibliotecas","Aguadas","207","6550412068"
"C","Bibliotecas","lse","204","6020505298"
"C","Bibliotecas","Aranzazu","200","6549931513"
"C","Bibliotecas","Samaná","199","6396224367"
"C","Bibliotecas","Marmato","197","6137968925"
"C","Bibliotecas","Belalcázar","197","6508276760"
"C","Bibliotecas","Manizales","196","5932666650"
"C","Bibliotecas","Manzanares","195","6103275270"
"C","Centros Rcreacionales","La Merced","270","8585444439"
"C","Centros Rcreacionales","Marquetalia","255","8311153283"
"C","Centros Rcreacionales","Villamaría","251","7532344870"
"C","Centros Rcreacionales","Filadelfia","249","7907281209"
"C","Centros Rcreacionales","Marulanda","244","7947516378"
"C","Centros Rcreacionales","San José","237","7848633213"
"C","Centros Rcreacionales","Norcasia","235","7545779170"
"C","Centros Rcreacionales","Pácora","227","6890030129"
"C","Centros Rcreacionales","Risaralda","226","6835929874"
"C","Centros Rcreacionales","lse","221","6663065270"
"C","Centros Rcreacionales","Victoria","221","7248405296"
"C","Centros Rcreacionales","Manzanares","221","6510558540"
"C","Centros Rcreacionales","Aranzazu","221","6734175274"
"C","Centros Rcreacionales","Belalcázar","220","6601040174"
"C","Centros Rcreacionales","Anserma","219","7419037989"
"C","Centros Rcreacionales","Neira","218","6983388866"
"C","Centros Rcreacionales","Manizales","215","7396008468"
"C","Centros Rcreacionales","Samaná","215","7073430692"
"C","Centros Rcreacionales","Riosucio","214","6730117417"
"C","Centros Rcreacionales","Chinchiná","214","6630112685"
"C","Centros Rcreacionales","La Dorada","213","6518093298"
"C","Centros Rcreacionales","Aguadas","206","6466437268"
"C","Centros Rcreacionales","Viterbo","205","6223451891"
"C","Centros Rcreacionales","Supía","201","6755439012"
"C","Centros Rcreacionales","Marmato","196","6155772836"
"C","Centros Rcreacionales","Salamina","191","6002700215"
"C","Creditos","Filadelfia","244","7724465397"
"C","Creditos","Salamina","239","8044525801"
"C","Creditos","Marquetalia","235","7229698025"
"C","Creditos","Pácora","230","7092538720"
"C","Creditos","La Dorada","229","6876870175"
"C","Creditos","Risaralda","228","7237392517"
"C","Creditos","Marulanda","227","7371780476"
"C","Creditos","Victoria","226","6503379977"
"C","Creditos","Chinchiná","225","6609953837"
"C","Creditos","Aranzazu","224","7308067128"
"C","Creditos","Belalcázar","223","6790355714"
"C","Creditos","Supía","222","6772537340"
"C","Creditos","Neira","219","6551466106"
"C","Creditos","Marmato","218","6993535499"
"C","Creditos","Norcasia","214","7059557898"
"C","Creditos","lse","214","6660982930"
"C","Creditos","Riosucio","213","6310859005"
"C","Creditos","Anserma","212","7038929332"
"C","Creditos","San José","210","6867286143"
"C","Creditos","La Merced","210","6685268672"
"C","Creditos","Villamaría","210","6299909565"
"C","Creditos","Aguadas","209","6647267068"
"C","Creditos","Samaná","207","6626012528"
"C","Creditos","Manizales","206","6691695871"
"C","Creditos","Manzanares","204","6504051078"
"C","Creditos","Viterbo","202","6609794445"
"C","Deporte y Acondicionamiento Fisico","Marquetalia","257","8005996544"
"C","Deporte y Acondicionamiento Fisico","Marmato","244","7597788808"
"C","Deporte y Acondicionamiento Fisico","Aranzazu","241","7411661932"
"C","Deporte y Acondicionamiento Fisico","Villamaría","240","7088920500"
"C","Deporte y Acondicionamiento Fisico","Neira","240","7488681534"
"C","Deporte y Acondicionamiento Fisico","Manizales","240","7684114167"
"C","Deporte y Acondicionamiento Fisico","Manzanares","236","7434471506"
"C","Deporte y Acondicionamiento Fisico","Supía","233","7441524641"
"C","Deporte y Acondicionamiento Fisico","Filadelfia","231","7206034803"
"C","Deporte y Acondicionamiento Fisico","Norcasia","231","7018253034"
"C","Deporte y Acondicionamiento Fisico","Belalcázar","227","7536601730"
"C","Deporte y Acondicionamiento Fisico","Riosucio","226","7017748589"
"C","Deporte y Acondicionamiento Fisico","San José","226","7297927912"
"C","Deporte y Acondicionamiento Fisico","La Dorada","219","7062781824"
"C","Deporte y Acondicionamiento Fisico","Samaná","218","7050012429"
"C","Deporte y Acondicionamiento Fisico","Marulanda","218","6635775413"
"C","Deporte y Acondicionamiento Fisico","Anserma","213","6835137817"
"C","Deporte y Acondicionamiento Fisico","Pácora","211","6197757645"
"C","Deporte y Acondicionamiento Fisico","La Merced","211","6501070721"
"C","Deporte y Acondicionamiento Fisico","Salamina","208","6965168248"
"C","Deporte y Acondicionamiento Fisico","Victoria","208","6348011805"
"C","Deporte y Acondicionamiento Fisico","Chinchiná","206","6638153132"
"C","Deporte y Acondicionamiento Fisico","Viterbo","205","6188655268"
"C","Deporte y Acondicionamiento Fisico","Risaralda","201","6439487394"
"C","Deporte y Acondicionamiento Fisico","Aguadas","197","5296317833"
"C","Deporte y Acondicionamiento Fisico","lse","189","5418877117"
"C","Deportes","Villamaría","250","7305967134"
"C","Deportes","La Dorada","247","8229904541"
"C","Deportes","San José","245","7627005757"
"C","Deportes","Marquetalia","243","7303939378"
"C","Deportes","Pácora","239","7643130350"
"C","Deportes","Victoria","236","6965013352"
"C","Deportes","Manzanares","233","7408695861"
"C","Deportes","Marmato","231","7052699063"
"C","Deportes","Risaralda","230","7537211872"
"C","Deportes","Neira","230","7109210588"
"C","Deportes","Riosucio","229","7308906168"
"C","Deportes","Salamina","226","6998744601"
"C","Deportes","La Merced","224","7364975142"
"C","Deportes","lse","223","7041348919"
"C","Deportes","Anserma","223","6777270430"
"C","Deportes","Aguadas","223","7275766295"
"C","Deportes","Chinchiná","220","6994715729"
"C","Deportes","Aranzazu","218","6942600848"
"C","Deportes","Samaná","217","7317434743"
"C","Deportes","Filadelfia","217","6603061079"
"C","Deportes","Marulanda","210","6385401544"
"C","Deportes","Manizales","210","6553517772"
"C","Deportes","Viterbo","209","6567405550"
"C","Deportes","Supía","208","6536130786"
"C","Deportes","Belalcázar","205","6732967398"
"C","Deportes","Norcasia","192","5765726251"
"C","Educación","Neira","241","8214406087"
"C","Educación","Victoria","235","7300555057"
"C","Educación","Villamaría","233","7196370147"
"C","Educación","Pácora","231","6764610044"
"C","Educación","Manzanares","230","7608504081"
"C","Educación","Salamina","226","7323778630"
"C","Educación","La Merced","225","6794112314"
"C","Educación","Marulanda","223","6962977219"
"C","Educación","Anserma","222","6913248867"
"C","Educación","Viterbo","219","7435726880"
"C","Educación","Samaná","218","6881568909"
"C","Educación","Norcasia","216","7189165504"
"C","Educación","La Dorada","216","6614708752"
"C","Educación","Manizales","216","6999369518"
"C","Educación","Marmato","216","6195826476"
"C","Educación","Risaralda","215","6709047760"
"C","Educación","lse","212","6904747952"
"C","Educación","Aranzazu","210","7227204144"
"C","Educación","Marquetalia","206","6501457480"
"C","Educación","Chinchiná","202","6258062448"
"C","Educación","Aguadas","200","6086477906"
"C","Educación","Riosucio","199","6498684089"
"C","Educación","San José","198","6713464304"
"C","Educación","Belalcázar","195","5955146188"
"C","Educación","Supía","193","5816242382"
"C","Educación","Filadelfia","185","5543936915"
"C","Eventos Culturales","Pácora","241","8003725630"
"C","Eventos Culturales","Supía","239","7328472230"
"C","Eventos Culturales","Marquetalia","236","7853183494"
"C","Eventos Culturales","Manzanares","233","7257944031"
"C","Eventos Culturales","Anserma","233","6505692129"
"C","Eventos Culturales","Norcasia","232","7369430838"
"C","Eventos Culturales","Aranzazu","231","7027687630"
"C","Eventos Culturales","San José","230","6905795409"
"C","Eventos Culturales","Villamaría","226","6727904408"
"C","Eventos Culturales","Salamina","224","7410959414"
"C","Eventos Culturales","Neira","222","6712333689"
"C","Eventos Culturales","lse","218","6868352285"
"C","Eventos Culturales","Filadelfia","215","6537436039"
"C","Eventos Culturales","La Dorada","215","6872429668"
"C","Eventos Culturales","Aguadas","215","6380311634"
"C","Eventos Culturales","Riosucio","213","6791032379"
"C","Eventos Culturales","Marulanda","212","6148188055"
"C","Eventos Culturales","Samaná","210","6228557852"
"C","Eventos Culturales","Victoria","208","6711691677"
"C","Eventos Culturales","La Merced","208","6113362512"
"C","Eventos Culturales","Chinchiná","207","6878021397"
"C","Eventos Culturales","Risaralda","205","6256335351"
"C","Eventos Culturales","Manizales","203","6761791934"
"C","Eventos Culturales","Marmato","199","5945880873"
"C","Eventos Culturales","Viterbo","194","6086378377"
"C","Eventos Culturales","Belalcázar","188","5484297474"
"C","Plan Medicina Prepagada","Marquetalia","251","8363008039"
"C","Plan Medicina Prepagada","Risaralda","247","7588908213"
"C","Plan Medicina Prepagada","Victoria","245","7094072654"
"C","Plan Medicina Prepagada","Neira","243","7984208517"
"C","Plan Medicina Prepagada","Viterbo","238","7454322724"
"C","Plan Medicina Prepagada","Marmato","236","7710064659"
"C","Plan Medicina Prepagada","Filadelfia","229","6635148069"
"C","Plan Medicina Prepagada","Aranzazu","223","6989200487"
"C","Plan Medicina Prepagada","Villamaría","223","6555428235"
"C","Plan Medicina Prepagada","Salamina","221","7065440086"
"C","Plan Medicina Prepagada","Anserma","220","6451920652"
"C","Plan Medicina Prepagada","Manzanares","220","7113724865"
"C","Plan Medicina Prepagada","Marulanda","220","7091251953"
"C","Plan Medicina Prepagada","La Merced","220","7076883909"
"C","Plan Medicina Prepagada","lse","218","7009829828"
"C","Plan Medicina Prepagada","Manizales","217","7269753064"
"C","Plan Medicina Prepagada","Riosucio","212","6493991457"
"C","Plan Medicina Prepagada","Norcasia","212","6575883171"
"C","Plan Medicina Prepagada","Pácora","212","6463647992"
"C","Plan Medicina Prepagada","Supía","209","6406042424"
"C","Plan Medicina Prepagada","Samaná","207","7039346034"
"C","Plan Medicina Prepagada","La Dorada","205","6341161710"
"C","Plan Medicina Prepagada","Aguadas","205","5750796681"
"C","Plan Medicina Prepagada","Belalcázar","204","6426124515"
"C","Plan Medicina Prepagada","Chinchiná","204","6876850466"
"C","Plan Medicina Prepagada","San José","186","5732763428"
"C","Servicios Medicos","Salamina","253","8223191447"
"C","Servicios Medicos","La Merced","242","7635032068"
"C","Servicios Medicos","Marquetalia","240","7398413150"
"C","Servicios Medicos","Marmato","237","7677491821"
"C","Servicios Medicos","Manizales","234","7536313362"
"C","Servicios Medicos","Victoria","233","7064380148"
"C","Servicios Medicos","Riosucio","230","7333464615"
"C","Servicios Medicos","Neira","229","6878222320"
"C","Servicios Medicos","Villamaría","226","6851285205"
"C","Servicios Medicos","Supía","226","7286270251"
"C","Servicios Medicos","Risaralda","223","7281662404"
"C","Servicios Medicos","Viterbo","221","6403327571"
"C","Servicios Medicos","La Dorada","221","7470411575"
"C","Servicios Medicos","San José","221","7531610108"
"C","Servicios Medicos","Marulanda","220","6599761895"
"C","Servicios Medicos","Belalcázar","219","7070731214"
"C","Servicios Medicos","Manzanares","216","6876280836"
"C","Servicios Medicos","Aguadas","216","6618566109"
"C","Servicios Medicos","Chinchiná","216","6842512721"
"C","Servicios Medicos","Filadelfia","214","6534757562"
"C","Servicios Medicos","lse","214","7194088160"
"C","Servicios Medicos","Aranzazu","212","7423820262"
"C","Servicios Medicos","Anserma","210","6023658731"
"C","Servicios Medicos","Samaná","207","6578382078"
"C","Servicios Medicos","Pácora","207","6375880506"
"C","Servicios Medicos","Norcasia","204","6481685542"
"C","Subsidios","La Merced","245","6907102093"
"C","Subsidios","Risaralda","237","7544613968"
"C","Subsidios","Chinchiná","236","7750522362"
"C","Subsidios","Samaná","233","6945085635"
"C","Subsidios","Supía","232","7414158678"
"C","Subsidios","Marquetalia","232","7524114461"
"C","Subsidios","Manizales","230","7213102764"
"C","Subsidios","Viterbo","228","7107183972"
"C","Subsidios","Victoria","228","7035768808"
"C","Subsidios","Manzanares","225","7519784765"
"C","Subsidios","Filadelfia","224","7184372486"
"C","Subsidios","Villamaría","223","6346420236"
"C","Subsidios","San José","222","7674372995"
"C","Subsidios","Belalcázar","222","7209488694"
"C","Subsidios","Salamina","221","6675742776"
"C","Subsidios","Norcasia","221","7013669400"
"C","Subsidios","La Dorada","217","6694859240"
"C","Subsidios","Pácora","215","6342045425"
"C","Subsidios","Anserma","213","6825724567"
"C","Subsidios","Riosucio","210","6768347686"
"C","Subsidios","Aranzazu","210","6365417869"
"C","Subsidios","Neira","207","7011217078"
"C","Subsidios","Marulanda","207","6600655852"
"C","Subsidios","Marmato","202","6365910696"
"C","Subsidios","lse","198","6130939031"
"C","Subsidios","Aguadas","194","6307794497"
"C","Vacunación","Marquetalia","249","7851376766"
"C","Vacunación","Salamina","247","8150962175"
"C","Vacunación","Aranzazu","243","8169046000"
"C","Vacunación","Chinchiná","241","7863818297"
"C","Vacunación","Riosucio","237","7959385606"
"C","Vacunación","Supía","236","7317035377"
"C","Vacunación","Marmato","236","7242094384"
"C","Vacunación","Manizales","235","7659189974"
"C","Vacunación","Belalcázar","230","7014138006"
"C","Vacunación","San José","226","7156101724"
"C","Vacunación","La Merced","225","7249353564"
"C","Vacunación","Manzanares","219","6670619771"
"C","Vacunación","Samaná","215","6507111877"
"C","Vacunación","Victoria","213","6657225243"
"C","Vacunación","Aguadas","210","6639067124"
"C","Vacunación","La Dorada","210","6812635198"
"C","Vacunación","Neira","209","6462677903"
"C","Vacunación","Villamaría","209","5790177918"
"C","Vacunación","Anserma","208","6703307794"
"C","Vacunación","Pácora","207","6617681063"
"C","Vacunación","Filadelfia","207","6404742350"
"C","Vacunación","Risaralda","202","6197165961"
"C","Vacunación","Norcasia","199","6451309110"
"C","Vacunación","lse","189","5857804051"
"C","Vacunación","Viterbo","184","5428701199"
"C","Vacunación","Marulanda","184","5382142767"
